[DEBUG] [2022-11-09 11:13:44] AbstractApplicationContext.prepareRefresh(629) | Refreshing org.springframework.context.support.ClassPathXmlApplicationContext@7a0ac6e3
[DEBUG] [2022-11-09 11:13:44] XmlBeanDefinitionReader.doLoadBeanDefinitions(393) | Loaded 3 bean definitions from class path resource [applicationContext.xml]
[DEBUG] [2022-11-09 11:13:44] DefaultSingletonBeanRegistry.getSingleton(225) | Creating shared instance of singleton bean 'defaultConfigProperty'
[DEBUG] [2022-11-09 11:13:44] DefaultSingletonBeanRegistry.getSingleton(225) | Creating shared instance of singleton bean 'defaultConfigOption'
[DEBUG] [2022-11-09 11:13:44] CryptoMaterialConfig.<init>(137) | Load cryptoMaterial, caCertPath: conf/ca.crt, sdkCertPath: conf/sdk.crt, sdkPrivateKeyPath:conf/sdk.key, enSSLCertPath: null, enSSLPrivateKeyPath:null
[DEBUG] [2022-11-09 11:13:44] InternalLoggerFactory.useSlf4JLoggerFactory(63) | Using SLF4J as the default logging framework
[DEBUG] [2022-11-09 11:13:44] NetUtil.<clinit>(136) | -Djava.net.preferIPv4Stack: false
[DEBUG] [2022-11-09 11:13:44] NetUtil.<clinit>(137) | -Djava.net.preferIPv6Addresses: false
[DEBUG] [2022-11-09 11:13:44] NetUtilInitializations.determineLoopback(129) | Loopback interface: lo0 (lo0, 0:0:0:0:0:0:0:1%lo0)
[DEBUG] [2022-11-09 11:13:44] PlatformDependent0.explicitNoUnsafeCause0(495) | -Dio.netty.noUnsafe: false
[DEBUG] [2022-11-09 11:13:44] PlatformDependent0.javaVersion0(998) | Java version: 16
[DEBUG] [2022-11-09 11:13:44] PlatformDependent0.<clinit>(136) | sun.misc.Unsafe.theUnsafe: available
[DEBUG] [2022-11-09 11:13:44] PlatformDependent0.<clinit>(160) | sun.misc.Unsafe.copyMemory: available
[DEBUG] [2022-11-09 11:13:44] PlatformDependent0.<clinit>(192) | sun.misc.Unsafe.storeFence: available
[DEBUG] [2022-11-09 11:13:44] PlatformDependent0.<clinit>(235) | java.nio.Buffer.address: available
[DEBUG] [2022-11-09 11:13:44] PlatformDependent0.<clinit>(319) | direct buffer constructor: unavailable: Reflective setAccessible(true) disabled
[DEBUG] [2022-11-09 11:13:44] PlatformDependent0.<clinit>(384) | java.nio.Bits.unaligned: available, true
[DEBUG] [2022-11-09 11:13:44] PlatformDependent0.<clinit>(451) | jdk.internal.misc.Unsafe.allocateUninitializedArray(int): unavailable: class io.netty.util.internal.PlatformDependent0$7 cannot access class jdk.internal.misc.Unsafe (in module java.base) because module java.base does not export jdk.internal.misc to unnamed module @5bb4f7d1
[DEBUG] [2022-11-09 11:13:44] PlatformDependent0.<clinit>(481) | java.nio.DirectByteBuffer.<init>(long, int): unavailable
[DEBUG] [2022-11-09 11:13:44] PlatformDependent.unsafeUnavailabilityCause0(1120) | sun.misc.Unsafe: available
[DEBUG] [2022-11-09 11:13:44] PlatformDependent.estimateMaxDirectMemory(1231) | maxDirectMemory: 4294967296 bytes (maybe)
[DEBUG] [2022-11-09 11:13:44] PlatformDependent.tmpdir0(1250) | -Dio.netty.tmpdir: /var/folders/rc/fnqhpbkd16z6v2b00r9wk_xr0000gn/T (java.io.tmpdir)
[DEBUG] [2022-11-09 11:13:44] PlatformDependent.bitMode0(1329) | -Dio.netty.bitMode: 64 (sun.arch.data.model)
[DEBUG] [2022-11-09 11:13:44] PlatformDependent.isOsx0(1088) | Platform: MacOS
[DEBUG] [2022-11-09 11:13:44] PlatformDependent.<clinit>(178) | -Dio.netty.maxDirectMemory: -1 bytes
[DEBUG] [2022-11-09 11:13:44] PlatformDependent.<clinit>(185) | -Dio.netty.uninitializedArrayAllocationThreshold: -1
[DEBUG] [2022-11-09 11:13:44] CleanerJava9.<clinit>(71) | java.nio.ByteBuffer.cleaner(): available
[DEBUG] [2022-11-09 11:13:44] PlatformDependent.<clinit>(205) | -Dio.netty.noPreferDirect: false
[DEBUG] [2022-11-09 11:13:44] NetUtil$SoMaxConnAction.run(191) | Failed to get SOMAXCONN from sysctl and file /proc/sys/net/core/somaxconn. Default: 128
[DEBUG] [2022-11-09 11:13:44] ThreadPoolConfig.<init>(54) | Init ThreadPoolConfig, channelProcessorThreadSize: 16, receiptProcessorThreadSize: 16, maxBlockingQueueSize: 102400
[DEBUG] [2022-11-09 11:13:44] DefaultSingletonBeanRegistry.getSingleton(225) | Creating shared instance of singleton bean 'bcosSDK'
[DEBUG] [2022-11-09 11:13:44] ResourceLeakDetector.<clinit>(129) | -Dio.netty.leakDetection.level: simple
[DEBUG] [2022-11-09 11:13:44] ResourceLeakDetector.<clinit>(130) | -Dio.netty.leakDetection.targetRecords: 4
[DEBUG] [2022-11-09 11:13:44] ResourceLeakDetectorFactory$DefaultResourceLeakDetectorFactory.newResourceLeakDetector(196) | Loaded default ResourceLeakDetector: io.netty.util.ResourceLeakDetector@77f80c04
[DEBUG] [2022-11-09 11:13:44] PlatformDependent$Mpsc.<clinit>(971) | org.jctools-core.MpscChunkedArrayQueue: available
[DEBUG] [2022-11-09 11:13:44] InternalThreadLocalMap.<clinit>(86) | -Dio.netty.threadLocalMap.stringBuilder.initialSize: 1024
[DEBUG] [2022-11-09 11:13:44] InternalThreadLocalMap.<clinit>(89) | -Dio.netty.threadLocalMap.stringBuilder.maxSize: 4096
[INFO] [2022-11-09 11:13:44] ConnectionManager.<init>(88) |  all connections, size: 2, list: [ConnectionInfo{host='127.0.0.1', port=20200}, ConnectionInfo{host='127.0.0.1', port=20201}]
[INFO] [2022-11-09 11:13:44] NetworkImp.start(167) | 
* TRACE INFORMATION:
----------------------------
====> STEP1: try to connect nodes with ecdsa context...

[INFO] [2022-11-09 11:13:44] NetworkImp.start(174) | ====> <==== STEP1-1: Load certificates for ecdsa context success..., start connManager with ECDSA sslContext
[DEBUG] [2022-11-09 11:13:44] ConnectionManager.startConnect(99) |  start connect. 
[DEBUG] [2022-11-09 11:13:44] MultithreadEventLoopGroup.<clinit>(44) | -Dio.netty.eventLoopThreads: 16
[DEBUG] [2022-11-09 11:13:44] NioEventLoop.<clinit>(109) | -Dio.netty.noKeySetOptimization: false
[DEBUG] [2022-11-09 11:13:44] NioEventLoop.<clinit>(110) | -Dio.netty.selectorAutoRebuildThreshold: 512
[INFO] [2022-11-09 11:13:44] ConnectionManager.initSslContext(238) |  build ECDSA ssl context with configured certificates 
[DEBUG] [2022-11-09 11:13:44] AbstractByteBuf.<clinit>(63) | -Dio.netty.buffer.checkAccessible: true
[DEBUG] [2022-11-09 11:13:44] AbstractByteBuf.<clinit>(64) | -Dio.netty.buffer.checkBounds: true
[DEBUG] [2022-11-09 11:13:44] ResourceLeakDetectorFactory$DefaultResourceLeakDetectorFactory.newResourceLeakDetector(196) | Loaded default ResourceLeakDetector: io.netty.util.ResourceLeakDetector@7a55af6b
[DEBUG] [2022-11-09 11:13:44] PooledByteBufAllocator.<clinit>(157) | -Dio.netty.allocator.numHeapArenas: 16
[DEBUG] [2022-11-09 11:13:44] PooledByteBufAllocator.<clinit>(158) | -Dio.netty.allocator.numDirectArenas: 16
[DEBUG] [2022-11-09 11:13:44] PooledByteBufAllocator.<clinit>(160) | -Dio.netty.allocator.pageSize: 8192
[DEBUG] [2022-11-09 11:13:44] PooledByteBufAllocator.<clinit>(165) | -Dio.netty.allocator.maxOrder: 9
[DEBUG] [2022-11-09 11:13:44] PooledByteBufAllocator.<clinit>(169) | -Dio.netty.allocator.chunkSize: 4194304
[DEBUG] [2022-11-09 11:13:44] PooledByteBufAllocator.<clinit>(170) | -Dio.netty.allocator.smallCacheSize: 256
[DEBUG] [2022-11-09 11:13:44] PooledByteBufAllocator.<clinit>(171) | -Dio.netty.allocator.normalCacheSize: 64
[DEBUG] [2022-11-09 11:13:44] PooledByteBufAllocator.<clinit>(172) | -Dio.netty.allocator.maxCachedBufferCapacity: 32768
[DEBUG] [2022-11-09 11:13:44] PooledByteBufAllocator.<clinit>(173) | -Dio.netty.allocator.cacheTrimInterval: 8192
[DEBUG] [2022-11-09 11:13:44] PooledByteBufAllocator.<clinit>(174) | -Dio.netty.allocator.cacheTrimIntervalMillis: 0
[DEBUG] [2022-11-09 11:13:44] PooledByteBufAllocator.<clinit>(175) | -Dio.netty.allocator.useCacheForAllThreads: false
[DEBUG] [2022-11-09 11:13:44] PooledByteBufAllocator.<clinit>(176) | -Dio.netty.allocator.maxCachedByteBuffersPerChunk: 1023
[DEBUG] [2022-11-09 11:13:44] ByteBufUtil.<clinit>(87) | -Dio.netty.allocator.type: pooled
[DEBUG] [2022-11-09 11:13:44] ByteBufUtil.<clinit>(96) | -Dio.netty.threadLocalDirectBufferSize: 0
[DEBUG] [2022-11-09 11:13:44] ByteBufUtil.<clinit>(99) | -Dio.netty.maxThreadLocalCharBufferSize: 16384
[DEBUG] [2022-11-09 11:13:44] NativeLibraryLoader.<clinit>(78) | -Dio.netty.native.workdir: /var/folders/rc/fnqhpbkd16z6v2b00r9wk_xr0000gn/T (io.netty.tmpdir)
[DEBUG] [2022-11-09 11:13:44] NativeLibraryLoader.<clinit>(83) | -Dio.netty.native.deleteLibAfterLoading: true
[DEBUG] [2022-11-09 11:13:44] NativeLibraryLoader.<clinit>(87) | -Dio.netty.native.tryPatchShadedId: true
[DEBUG] [2022-11-09 11:13:44] NativeLibraryLoader.<clinit>(91) | -Dio.netty.native.detectNativeLibraryDuplicates: true
[DEBUG] [2022-11-09 11:13:44] NativeLibraryLoader.loadLibrary(384) | Successfully loaded the library /var/folders/rc/fnqhpbkd16z6v2b00r9wk_xr0000gn/T/libnetty_tcnative_osx_x86_6418310148914273108058.dylib
[DEBUG] [2022-11-09 11:13:44] NativeLibraryLoader.loadFirstAvailable(106) | Loaded library with name 'netty_tcnative_osx_x86_64'
[DEBUG] [2022-11-09 11:13:44] OpenSsl.<clinit>(159) | Initialize netty-tcnative using engine: 'default'
[DEBUG] [2022-11-09 11:13:44] OpenSsl.<clinit>(184) | netty-tcnative using native library: OpenSSL/TaSSL 1.0.2o  27 Mar 2018
[DEBUG] [2022-11-09 11:13:45] ResourceLeakDetectorFactory$DefaultResourceLeakDetectorFactory.newResourceLeakDetector(196) | Loaded default ResourceLeakDetector: io.netty.util.ResourceLeakDetector@6475472c
[DEBUG] [2022-11-09 11:13:45] Recycler.<clinit>(85) | -Dio.netty.recycler.maxCapacityPerThread: 4096
[DEBUG] [2022-11-09 11:13:45] Recycler.<clinit>(86) | -Dio.netty.recycler.ratio: 8
[DEBUG] [2022-11-09 11:13:45] Recycler.<clinit>(87) | -Dio.netty.recycler.chunkSize: 32
[DEBUG] [2022-11-09 11:13:45] Recycler.<clinit>(88) | -Dio.netty.recycler.blocking: false
[INFO] [2022-11-09 11:13:45] OpenSsl.<clinit>(357) | Using supported configured namedGroups: [SM2, secp256k1, secp256r1, secp384r1, secp521r1]. Unsupported namedGroups: [x25519]. 
[DEBUG] [2022-11-09 11:13:45] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384 => ECDHE-RSA-AES256-GCM-SHA384
[DEBUG] [2022-11-09 11:13:45] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_ECDHE_RSA_WITH_AES_256_GCM_SHA384 => ECDHE-RSA-AES256-GCM-SHA384
[DEBUG] [2022-11-09 11:13:45] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384 => ECDHE-ECDSA-AES256-GCM-SHA384
[DEBUG] [2022-11-09 11:13:45] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384 => ECDHE-ECDSA-AES256-GCM-SHA384
[DEBUG] [2022-11-09 11:13:45] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384 => ECDHE-RSA-AES256-SHA384
[DEBUG] [2022-11-09 11:13:45] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_ECDHE_RSA_WITH_AES_256_CBC_SHA384 => ECDHE-RSA-AES256-SHA384
[DEBUG] [2022-11-09 11:13:45] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA384 => ECDHE-ECDSA-AES256-SHA384
[DEBUG] [2022-11-09 11:13:45] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_ECDHE_ECDSA_WITH_AES_256_CBC_SHA384 => ECDHE-ECDSA-AES256-SHA384
[DEBUG] [2022-11-09 11:13:45] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA => ECDHE-RSA-AES256-SHA
[DEBUG] [2022-11-09 11:13:45] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_ECDHE_RSA_WITH_AES_256_CBC_SHA => ECDHE-RSA-AES256-SHA
[DEBUG] [2022-11-09 11:13:45] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA => ECDHE-ECDSA-AES256-SHA
[DEBUG] [2022-11-09 11:13:45] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_ECDHE_ECDSA_WITH_AES_256_CBC_SHA => ECDHE-ECDSA-AES256-SHA
[DEBUG] [2022-11-09 11:13:45] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_SRP_DSS_WITH_AES_256_CBC_SHA => SRP-DSS-AES-256-CBC-SHA
[DEBUG] [2022-11-09 11:13:45] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_SRP_DSS_WITH_AES_256_CBC_SHA => SRP-DSS-AES-256-CBC-SHA
[DEBUG] [2022-11-09 11:13:45] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_SRP_RSA_WITH_AES_256_CBC_SHA => SRP-RSA-AES-256-CBC-SHA
[DEBUG] [2022-11-09 11:13:45] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_SRP_RSA_WITH_AES_256_CBC_SHA => SRP-RSA-AES-256-CBC-SHA
[DEBUG] [2022-11-09 11:13:45] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_SRP_WITH_AES_256_CBC_SHA => SRP-AES-256-CBC-SHA
[DEBUG] [2022-11-09 11:13:45] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_SRP_WITH_AES_256_CBC_SHA => SRP-AES-256-CBC-SHA
[DEBUG] [2022-11-09 11:13:45] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_RSA_WITH_DH_DSS_AES256_GCM_SHA384 => DH-DSS-AES256-GCM-SHA384
[DEBUG] [2022-11-09 11:13:45] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_RSA_WITH_DH_DSS_AES256_GCM_SHA384 => DH-DSS-AES256-GCM-SHA384
[DEBUG] [2022-11-09 11:13:45] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_DHE_DSS_WITH_AES_256_GCM_SHA384 => DHE-DSS-AES256-GCM-SHA384
[DEBUG] [2022-11-09 11:13:45] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_DHE_DSS_WITH_AES_256_GCM_SHA384 => DHE-DSS-AES256-GCM-SHA384
[DEBUG] [2022-11-09 11:13:45] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_RSA_WITH_DH_RSA_AES256_GCM_SHA384 => DH-RSA-AES256-GCM-SHA384
[DEBUG] [2022-11-09 11:13:45] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_RSA_WITH_DH_RSA_AES256_GCM_SHA384 => DH-RSA-AES256-GCM-SHA384
[DEBUG] [2022-11-09 11:13:45] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_DHE_RSA_WITH_AES_256_GCM_SHA384 => DHE-RSA-AES256-GCM-SHA384
[DEBUG] [2022-11-09 11:13:45] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_DHE_RSA_WITH_AES_256_GCM_SHA384 => DHE-RSA-AES256-GCM-SHA384
[DEBUG] [2022-11-09 11:13:45] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_DHE_RSA_WITH_AES_256_CBC_SHA256 => DHE-RSA-AES256-SHA256
[DEBUG] [2022-11-09 11:13:45] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_DHE_RSA_WITH_AES_256_CBC_SHA256 => DHE-RSA-AES256-SHA256
[DEBUG] [2022-11-09 11:13:45] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_DHE_DSS_WITH_AES_256_CBC_SHA256 => DHE-DSS-AES256-SHA256
[DEBUG] [2022-11-09 11:13:45] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_DHE_DSS_WITH_AES_256_CBC_SHA256 => DHE-DSS-AES256-SHA256
[DEBUG] [2022-11-09 11:13:45] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_RSA_WITH_DH_RSA_AES256_SHA256 => DH-RSA-AES256-SHA256
[DEBUG] [2022-11-09 11:13:45] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_RSA_WITH_DH_RSA_AES256_SHA256 => DH-RSA-AES256-SHA256
[DEBUG] [2022-11-09 11:13:45] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_RSA_WITH_DH_DSS_AES256_SHA256 => DH-DSS-AES256-SHA256
[DEBUG] [2022-11-09 11:13:45] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_RSA_WITH_DH_DSS_AES256_SHA256 => DH-DSS-AES256-SHA256
[DEBUG] [2022-11-09 11:13:45] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_DHE_RSA_WITH_AES_256_CBC_SHA => DHE-RSA-AES256-SHA
[DEBUG] [2022-11-09 11:13:45] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_DHE_RSA_WITH_AES_256_CBC_SHA => DHE-RSA-AES256-SHA
[DEBUG] [2022-11-09 11:13:45] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_DHE_DSS_WITH_AES_256_CBC_SHA => DHE-DSS-AES256-SHA
[DEBUG] [2022-11-09 11:13:45] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_DHE_DSS_WITH_AES_256_CBC_SHA => DHE-DSS-AES256-SHA
[DEBUG] [2022-11-09 11:13:45] CipherSuiteConverter.cacheFromOpenSsl(332) | Cipher suite mapping: TLS_RSA_WITH_DH_RSA_AES256_SHA => DH-RSA-AES256-SHA
[DEBUG] [2022-11-09 11:13:45] CipherSuiteConverter.cacheFromOpenSsl(333) | Cipher suite mapping: SSL_RSA_WITH_DH_RSA_AES256_SHA => DH-RSA-AES256-SHA
